"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.time","Input.image_url","Input.image_url2","Answer.author","Answer.bitly","Answer.quote","Answer.title","Approve","Reject"
"29AZVXX2Q45ZFN1ISVEI71NS9ES8QI","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","2JRJMJUNU8L4RUIUAKI9JD8J84Y1H5","A1CWDSIO5YOANA","Approved","Sat Mar 01 18:54:33 GMT 2014","Sat Mar 01 18:56:28 GMT 2014","Mon Mar 03 10:56:28 PST 2014","Sat Mar 01 12:16:46 PST 2014","","","115","98% (41/42)","98% (41/42)","0% (0/0)","8:00","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Jim Bishop","http://bit.ly/NgOjD6","... signs and begin a march. This morning it is ""Let's Pull Out of Viet Nam."" Yesterday it was ""Black Power Will Dominate."" Tomorrow it will be ""Send Our Communist President Back to Texas."" The pickets appear to be young : 22 8:00 am. ...","A day in the life of President Johnson"
"2I3Y58B727M53JQEBSS69FSVGU7VA3","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","2YI1SNQQ7Q6CL8CKERERC2TQHAH9TW","A1UN6Z74XH149G","Approved","Sat Mar 01 19:03:42 GMT 2014","Sat Mar 01 19:04:26 GMT 2014","Mon Mar 03 11:04:26 PST 2014","Sat Mar 01 12:16:43 PST 2014","","","44","100% (35/35)","100% (35/35)","0% (0/0)","8:01","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Sandra Neil Wallace","http://bit.ly/1hzwRUI","Sandra Neil Wallace. There's bound to be a perfect day. I'll be there, waiting by the tracks. Chapter 4 EEJIT ICING WEDNESDAY, AUGUST 23 8:01 A.M .","Muckers"
"2SLQ39Z0B6UY994Y8AJT6RKGQM4MXH","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","26XXH0JPPSI751PJF7G7GKLMB53HNT","A1CWDSIO5YOANA","Approved","Sat Mar 01 19:00:48 GMT 2014","Sat Mar 01 19:01:38 GMT 2014","Mon Mar 03 11:01:38 PST 2014","Sat Mar 01 12:16:38 PST 2014","","","50","98% (41/42)","98% (41/42)","0% (0/0)","8:02","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Clare Brown, Barbara Tapp, Karen Brown","http://bit.ly/1bVswvU","The bargain excursion departs towns along the route at the following times: Lauterbrunnen-7:05 am, Wengen-7:24 am, Grindelwald-7:18 am or Kleine Scheidegg-8:02 am. KANDERSTEG Kandersteg is a hamlet nestled at the end of.","Karen Brown's Swiss Country Inns and Itineraries"
"2GXYQS1CSTMT0027MJ9CCEYDONVPMW","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","2M4F0CP5KXPY3QTCRD740M7N3FPYXS","A9FNABJMD2N01","Approved","Sat Mar 01 18:53:40 GMT 2014","Sat Mar 01 18:54:20 GMT 2014","Mon Mar 03 10:54:20 PST 2014","Sat Mar 01 12:16:40 PST 2014","","","40","100% (18/18)","100% (18/18)","0% (0/0)","8:03","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Joni B. Cole, ‎Rebecca Joffrey, ‎B.K. Rakhra","http://bit.ly/1eMbqLz","... Jacinto) 8:03 a.m. Clock in at work. Damn, late again. Should 180 seconds REALLY matter in the scheme of things? Dawn Neptune, 33, Utah 8:15 a.m. Toilet and crossword puzzle. I spot the address for my meeting this morning written in ...","This Day in the Life: Diaries from Women Across America"
"2V9ILKH1Q6S0BBS221HUHL5OCLP0JX","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","211Y8TNKIMZX78V9B7TOX0PG0ONXAI","AMEMFG7OIAS61","Approved","Sat Mar 01 19:03:39 GMT 2014","Sat Mar 01 19:04:37 GMT 2014","Mon Mar 03 11:04:37 PST 2014","Sat Mar 01 12:16:38 PST 2014","","","58","100% (247/247)","100% (247/247)","100% (50/50)","8:04","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Robert Daley","http://bit.ly/1fytTBj","At exactly 8:04 A.M., Caldwell took off. Sixty-two minutes later he landed in Havana, the mail was off-loaded, and Caldwell kept on going. But he had earned his footnote in aviation history. He had saved a tycoon and an airline.","An American saga: Juan Trippe and his Pan Am empire"
"2A3B3L0FBJ9N9EU8D65VP5RPSSYMYN","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","297YQS1CSTMT0027MJ9CCEYDS63MP3","A3MRHNSA1YP7R0","Approved","Sat Mar 01 18:55:33 GMT 2014","Sat Mar 01 18:56:55 GMT 2014","Mon Mar 03 10:56:55 PST 2014","Sat Mar 01 12:16:37 PST 2014","","","82","100% (30/30)","100% (30/30)","0% (0/0)","8:05","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Amulya Malladi","http://bit.ly/1kDeSxi","A Novel Amulya Malladi. I974 I8 May I974. The first underground atomic device explosion by India was carried out successfully near Pokhran in Rajasthan (Thar Desert) at 8:05 AM. India was the sixth nation to explode an atomic bomb.","Song of the Cuckoo Bird: A Novel"
"2U78PJWKUDDDIPMXKI0ZBB6UUEIK9R","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","2MOA6X3YOCCKLF0ZECGTTNII27ZQPT","A9FNABJMD2N01","Approved","Sat Mar 01 18:51:38 GMT 2014","Sat Mar 01 18:52:30 GMT 2014","Mon Mar 03 10:52:30 PST 2014","Sat Mar 01 12:16:40 PST 2014","","","52","100% (18/18)","100% (18/18)","0% (0/0)","8:06","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Rick Mercer","http://bit.ly/1jIGOjy","8:06 a.m.—Taliban representative cleaves Mr. Layton in the forehead with giant axe. 8:08 a.m.—Peace talks end. 8:10 a.m.—Olivia Chow says she is “encouraged by talks""announces plan to run for leadership of NDP. ()N THE ROAD WITH ...","Rick Mercer Report: The Paperback Book"
"2PW4BLYHVI499VDEF9ZDYEZSC00V1E","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","2MB011K274JCUN1Q0GZNF6UXKLXCEQ","A1CWDSIO5YOANA","Approved","Sat Mar 01 19:00:11 GMT 2014","Sat Mar 01 19:00:48 GMT 2014","Mon Mar 03 11:00:48 PST 2014","Sat Mar 01 12:16:38 PST 2014","","","37","98% (41/42)","98% (41/42)","0% (0/0)","8:07","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Dean Wesley Smith","http://bit.ly/NgP1QG","8:07 a.m. May 7, 2001 Coastal Mountains, Oregon It took Zed exactly six minutes to get back to them. And when his face reappeared on the secure communications link, Jay was glad to see the old man looking better. He had color back in his ...","Men in Black: The Grazer Conspiracy"
"207PSI2KYEPQDSIZE0D67J3OB72SMF","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:39 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:39 GMT 2014","","","2NTX3V0FK0CT55U8V1YPVK9LW5QNG0","A3MRHNSA1YP7R0","Approved","Sat Mar 01 19:06:41 GMT 2014","Sat Mar 01 19:07:54 GMT 2014","Mon Mar 03 11:07:54 PST 2014","Sat Mar 01 12:16:41 PST 2014","","","73","100% (30/30)","100% (30/30)","0% (0/0)","8:08","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Fodor's","http://bit.ly/MEnfg8","Keolis bus (02—99—19—70—70). The total journey takes three hours, 20 minutes (€71). There are several early-morning choices that allow you a full day on the Mont, including options leaving at 7:04 am and arriving at 9:20 am; at 8:08 am","Fodor's France 2014"
"2Z7DOBDDP8POHN577NOMM3Q3APCE3K","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2ZYAUC26DG6CY48XPF6KBCOK7SYC5P","A3MRHNSA1YP7R0","Approved","Sat Mar 01 18:54:17 GMT 2014","Sat Mar 01 18:55:32 GMT 2014","Mon Mar 03 10:55:32 PST 2014","Sat Mar 01 12:16:41 PST 2014","","","75","100% (30/30)","100% (30/30)","0% (0/0)","8:09","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Arianne Cohen","http://bit.ly/1eMbECq","SATURDAY 8:09 am: Am quite hung-over, and woke up stupidly early. 8:30 am: Having a cup of tea with Ella while she's in her dressing gown. Doesn't do anything for me; she's like a big sister. Thinking about Suzy upstairs. on the other hand","The Sex Diaries Project"
